lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,2,CNF,5,461,51,1,[461; 461],122,29.446573,0.960784,8,[X12 >= 5.131000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X7 >= 0.051420 OR X13 >= 53.780000 OR X20 >= 16.795000],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9930795847750865; 'f1-score': 0.9828767123287672; 'support': 289}; '1.0': {'precision': 0.9879518072289156; 'recall': 0.9534883720930233; 'f1-score': 0.9704142011834319; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9804165815805594; 'recall': 0.9732839784340549; 'f1-score': 0.9766454567560996; 'support': 461}; 'weighted avg': {'precision': 0.978504170732712; 'recall': 0.9783080260303688; 'f1-score': 0.9782269250901605; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
10,2,CNF,6,461,51,1,[461; 461],122,22.839369,0.941176,8,[X13 >= 31.285000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9828178694158075; 'recall': 0.9896193771626297; 'f1-score': 0.9862068965517241; 'support': 289}; '1.0': {'precision': 0.9823529411764705; 'recall': 0.9709302325581395; 'f1-score': 0.9766081871345028; 'support': 172}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.982585405296139; 'recall': 0.9802748048603847; 'f1-score': 0.9814075418431134; 'support': 461}; 'weighted avg': {'precision': 0.9826444037820419; 'recall': 0.982646420824295; 'f1-score': 0.982625599328813; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
10,2,CNF,7,461,51,1,[461; 461],122,52.051124,0.980392,8,[X13 >= 31.285000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9761092150170648; 'recall': 0.9896193771626297; 'f1-score': 0.9828178694158075; 'support': 289}; '1.0': {'precision': 0.9821428571428571; 'recall': 0.9593023255813954; 'f1-score': 0.9705882352941176; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.979126036079961; 'recall': 0.9744608513720125; 'f1-score': 0.9767030523549626; 'support': 461}; 'weighted avg': {'precision': 0.9783603786735428; 'recall': 0.9783080260303688; 'f1-score': 0.9782549690493636; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
10,2,CNF,8,461,51,1,[461; 461],122,36.276480,0.960784,8,[X7 >= 0.051420 OR X12 >= 5.131000 OR X20 >= 16.795000] AND [X13 >= 53.780000 OR X21 >= 29.295000 OR X23 >= 1214.000000 OR X25 >= 0.367250 OR X28 >= 0.357100],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9930795847750865; 'f1-score': 0.9828767123287672; 'support': 289}; '1.0': {'precision': 0.9879518072289156; 'recall': 0.9534883720930233; 'f1-score': 0.9704142011834319; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9804165815805594; 'recall': 0.9732839784340549; 'f1-score': 0.9766454567560996; 'support': 461}; 'weighted avg': {'precision': 0.978504170732712; 'recall': 0.9783080260303688; 'f1-score': 0.9782269250901605; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
10,2,CNF,9,461,51,1,[461; 461],122,23.751716,0.921569,8,[X13 >= 31.285000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X13 >= 53.780000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9828178694158075; 'recall': 0.9896193771626297; 'f1-score': 0.9862068965517241; 'support': 289}; '1.0': {'precision': 0.9823529411764705; 'recall': 0.9709302325581395; 'f1-score': 0.9766081871345028; 'support': 172}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.982585405296139; 'recall': 0.9802748048603847; 'f1-score': 0.9814075418431134; 'support': 461}; 'weighted avg': {'precision': 0.9826444037820419; 'recall': 0.982646420824295; 'f1-score': 0.982625599328813; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
10,2,DNF,0,460,52,1,[460; 460],122,57.105613,0.942308,5,[X7 >= 0.051420 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X1 >= 18.635000 AND X20 >= 16.795000],{'0.0': {'precision': 0.9694915254237289; 'recall': 0.9896193771626297; 'f1-score': 0.9794520547945207; 'support': 289}; '1.0': {'precision': 0.9818181818181818; 'recall': 0.9473684210526315; 'f1-score': 0.9642857142857142; 'support': 171}; 'accuracy': 0.9739130434782609; 'macro avg': {'precision': 0.9756548536209553; 'recall': 0.9684938991076306; 'f1-score': 0.9718688845401174; 'support': 460}; 'weighted avg': {'precision': 0.9740738259529711; 'recall': 0.9739130434782609; 'f1-score': 0.9738141325618991; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9362519201228878; 'recall': 0.94375; 'f1-score': 0.9396051103368176; 'support': 52}; 'weighted avg': {'precision': 0.9435188467446533; 'recall': 0.9423076923076923; 'f1-score': 0.9425533815777718; 'support': 52}}
10,2,DNF,1,460,52,1,[460; 460],122,65.845729,0.942308,6,[X4 >= 0.089465 AND X6 >= 0.089420 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9693877551020408; 'recall': 0.9895833333333334; 'f1-score': 0.9793814432989691; 'support': 288}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9476744186046512; 'f1-score': 0.9644970414201183; 'support': 172}; 'accuracy': 0.9739130434782609; 'macro avg': {'precision': 0.9756577329727072; 'recall': 0.9686288759689923; 'f1-score': 0.9719392423595437; 'support': 460}; 'weighted avg': {'precision': 0.9740766081183653; 'recall': 0.9739130434782609; 'f1-score': 0.9738159712920944; 'support': 460}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.9210526315789473; 'f1-score': 0.9354037267080746; 'support': 52}; 'weighted avg': {'precision': 0.9471153846153846; 'recall': 0.9423076923076923; 'f1-score': 0.9410893454371715; 'support': 52}}
10,2,DNF,2,461,51,1,[461; 461],122,87.510562,0.980392,6,[X6 >= 0.089420 AND X7 >= 0.051420 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9662162162162162; 'recall': 0.9896193771626297; 'f1-score': 0.9777777777777776; 'support': 289}; '1.0': {'precision': 0.9818181818181818; 'recall': 0.9418604651162791; 'f1-score': 0.9614243323442137; 'support': 172}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9740171990171991; 'recall': 0.9657399211394544; 'f1-score': 0.9696010550609957; 'support': 461}; 'weighted avg': {'precision': 0.9720373400416785; 'recall': 0.9718004338394793; 'f1-score': 0.9716762753600487; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
10,2,DNF,3,461,51,1,[461; 461],122,256.386010,0.980392,6,[X20 >= 16.795000 AND X21 >= 23.350000] OR [X6 >= 0.089420 AND X7 >= 0.051420 AND X10 >= 0.193650 AND X27 >= 0.142350],{'0.0': {'precision': 0.9693877551020408; 'recall': 0.986159169550173; 'f1-score': 0.9777015437392795; 'support': 289}; '1.0': {'precision': 0.9760479041916168; 'recall': 0.9476744186046512; 'f1-score': 0.9616519174041298; 'support': 172}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9727178296468288; 'recall': 0.9669167940774122; 'f1-score': 0.9696767305717047; 'support': 461}; 'weighted avg': {'precision': 0.9718726697298218; 'recall': 0.9718004338394793; 'f1-score': 0.9717133968203082; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
10,2,DNF,4,461,51,1,[461; 461],122,137.780415,0.921569,8,[X3 >= 696.250000 AND X12 >= 1.751000 AND X15 >= 0.008401] OR [X4 >= 0.089465 AND X20 >= 14.905000 AND X21 >= 23.350000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9663299663299664; 'recall': 0.9930795847750865; 'f1-score': 0.9795221843003413; 'support': 289}; '1.0': {'precision': 0.9878048780487805; 'recall': 0.9418604651162791; 'f1-score': 0.9642857142857143; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9770674221893734; 'recall': 0.9674700249456828; 'f1-score': 0.9719039492930278; 'support': 461}; 'weighted avg': {'precision': 0.9743422978172462; 'recall': 0.9739696312364425; 'f1-score': 0.9738374275920639; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
10,2,DNF,5,461,51,1,[461; 461],122,265.401626,1.000000,6,[X6 >= 0.089420 AND X7 >= 0.051420 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9661016949152542; 'recall': 0.986159169550173; 'f1-score': 0.976027397260274; 'support': 289}; '1.0': {'precision': 0.9759036144578314; 'recall': 0.9418604651162791; 'f1-score': 0.9585798816568047; 'support': 172}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9710026546865428; 'recall': 0.9640098173332261; 'f1-score': 0.9673036394585394; 'support': 461}; 'weighted avg': {'precision': 0.9697588102326582; 'recall': 0.9696312364425163; 'f1-score': 0.9695176951262247; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
10,2,DNF,6,461,51,1,[461; 461],122,116.858429,0.882353,5,[X7 >= 0.051420 AND X21 >= 23.350000 AND X28 >= 0.280650] OR [X23 >= 884.550000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9663299663299664; 'recall': 0.9930795847750865; 'f1-score': 0.9795221843003413; 'support': 289}; '1.0': {'precision': 0.9878048780487805; 'recall': 0.9418604651162791; 'f1-score': 0.9642857142857143; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9770674221893734; 'recall': 0.9674700249456828; 'f1-score': 0.9719039492930278; 'support': 461}; 'weighted avg': {'precision': 0.9743422978172462; 'recall': 0.9739696312364425; 'f1-score': 0.9738374275920639; 'support': 461}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.7368421052631579; 'f1-score': 0.8235294117647058; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8972222222222223; 'recall': 0.852796052631579; 'f1-score': 0.8676470588235294; 'support': 51}; 'weighted avg': {'precision': 0.8880174291938998; 'recall': 0.8823529411764706; 'f1-score': 0.8788927335640139; 'support': 51}}
10,2,DNF,7,461,51,1,[461; 461],122,46.452580,0.921569,6,[X6 >= 0.089420 AND X8 >= 0.171550 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9695945945945946; 'recall': 0.9930795847750865; 'f1-score': 0.9811965811965813; 'support': 289}; '1.0': {'precision': 0.9878787878787879; 'recall': 0.9476744186046512; 'f1-score': 0.9673590504451038; 'support': 172}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9787366912366913; 'recall': 0.9703770016898688; 'f1-score': 0.9742778158208425; 'support': 461}; 'weighted avg': {'precision': 0.9764164628047493; 'recall': 0.9761388286334056; 'f1-score': 0.9760337714585028; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
10,2,DNF,8,461,51,1,[461; 461],122,167.667816,0.960784,5,[X6 >= 0.089420 AND X13 >= 18.515000 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9630872483221476; 'recall': 0.9930795847750865; 'f1-score': 0.9778534923339012; 'support': 289}; '1.0': {'precision': 0.9877300613496932; 'recall': 0.936046511627907; 'f1-score': 0.9611940298507463; 'support': 172}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9754086548359204; 'recall': 0.9645630482014967; 'f1-score': 0.9695237610923237; 'support': 461}; 'weighted avg': {'precision': 0.9722815299723382; 'recall': 0.9718004338394793; 'f1-score': 0.9716378143575397; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
10,2,DNF,9,461,51,1,[461; 461],122,40.015908,0.921569,6,[X6 >= 0.089420 AND X7 >= 0.051420 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.979381443298969; 'recall': 0.986159169550173; 'f1-score': 0.9827586206896552; 'support': 289}; '1.0': {'precision': 0.9764705882352941; 'recall': 0.9651162790697675; 'f1-score': 0.9707602339181286; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9779260157671316; 'recall': 0.9756377243099703; 'f1-score': 0.976759427303892; 'support': 461}; 'weighted avg': {'precision': 0.9782953975919146; 'recall': 0.9783080260303688; 'f1-score': 0.9782819991610161; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
10,3,CNF,0,460,52,1,[460; 460],122,1000.207115,0.961538,12,[X3 >= 696.250000 OR X12 >= 5.131000 OR X21 >= 29.295000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X1 >= 18.635000 OR X6 >= 0.119200 OR X23 >= 1214.000000 OR X29 >= 0.092790] AND [X7 >= 0.051420 OR X12 >= 5.131000 OR X20 >= 16.795000],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.9965397923875432; 'f1-score': 0.9896907216494845; 'support': 289}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9707602339181286; 'f1-score': 0.9822485207100592; 'support': 171}; 'accuracy': 0.9869565217391304; 'macro avg': {'precision': 0.988473564815761; 'recall': 0.9836500131528358; 'f1-score': 0.9859696211797718; 'support': 460}; 'weighted avg': {'precision': 0.987052841934472; 'recall': 0.9869565217391304; 'f1-score': 0.9869241643437414; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9; 'f1-score': 0.9473684210526316; 'support': 20}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.95; 'f1-score': 0.9585326953748007; 'support': 52}; 'weighted avg': {'precision': 0.9638009049773756; 'recall': 0.9615384615384616; 'f1-score': 0.9611090663722243; 'support': 52}}
10,3,CNF,1,460,52,1,[460; 460],122,1000.250682,0.961538,11,[X7 >= 0.051420 OR X13 >= 53.780000 OR X20 >= 16.795000] AND [X10 >= 0.547850 OR X21 >= 29.295000 OR X26 >= 0.216400] AND [X3 >= 696.250000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9795918367346939; 'recall': 1.0; 'f1-score': 0.9896907216494846; 'support': 288}; '1.0': {'precision': 1.0; 'recall': 0.9651162790697675; 'f1-score': 0.9822485207100593; 'support': 172}; 'accuracy': 0.9869565217391304; 'macro avg': {'precision': 0.9897959183673469; 'recall': 0.9825581395348837; 'f1-score': 0.9859696211797719; 'support': 460}; 'weighted avg': {'precision': 0.9872227151730256; 'recall': 0.9869565217391304; 'f1-score': 0.9869079856460473; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9393939393939394; 'f1-score': 0.96875; 'support': 33}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.9696969696969697; 'f1-score': 0.9593750000000001; 'support': 52}; 'weighted avg': {'precision': 0.9652014652014652; 'recall': 0.9615384615384616; 'f1-score': 0.9618990384615385; 'support': 52}}
10,3,CNF,2,461,51,1,[461; 461],122,1000.205502,1.000000,14,[X1 >= 18.635000 OR X6 >= 0.119200 OR X23 >= 1214.000000 OR X29 >= 0.092790] AND [X6 >= 0.119200 OR X7 >= 0.051420 OR X12 >= 5.131000 OR X20 >= 16.795000] AND [X5 < 0.102150 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9862542955326461; 'recall': 0.9930795847750865; 'f1-score': 0.9896551724137932; 'support': 289}; '1.0': {'precision': 0.9882352941176471; 'recall': 0.9767441860465116; 'f1-score': 0.9824561403508771; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9872447948251466; 'recall': 0.984911885410799; 'f1-score': 0.9860556563823352; 'support': 461}; 'weighted avg': {'precision': 0.9869934099721693; 'recall': 0.9869848156182213; 'f1-score': 0.9869691994966098; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
10,3,CNF,3,461,51,1,[461; 461],122,1000.202295,0.960784,11,[X7 >= 0.051420 OR X20 >= 16.795000] AND [X5 < 0.102150 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X1 >= 18.635000 OR X23 >= 1214.000000 OR X24 >= 0.136150],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.9965397923875432; 'f1-score': 0.9896907216494845; 'support': 289}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9709302325581395; 'f1-score': 0.9823529411764705; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9884913863156184; 'recall': 0.9837350124728413; 'f1-score': 0.9860218314129775; 'support': 461}; 'weighted avg': {'precision': 0.9870812361428546; 'recall': 0.9869848156182213; 'f1-score': 0.986952981429618; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
10,3,CNF,4,461,51,1,[461; 461],122,1000.189795,0.921569,12,[X1 < 18.635000 OR X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000] AND [X1 >= 18.635000 OR X10 >= 0.547850 OR X27 >= 0.175750 OR X29 >= 0.092790] AND [X3 >= 696.250000 OR X21 >= 29.295000 OR X22 >= 105.950000 OR X28 >= 0.357100],{'0.0': {'precision': 0.9863013698630136; 'recall': 0.9965397923875432; 'f1-score': 0.9913941480206541; 'support': 289}; '1.0': {'precision': 0.9940828402366864; 'recall': 0.9767441860465116; 'f1-score': 0.9853372434017595; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.99019210504985; 'recall': 0.9866419892170274; 'f1-score': 0.9883656957112068; 'support': 461}; 'weighted avg': {'precision': 0.9892046516510217; 'recall': 0.9891540130151844; 'f1-score': 0.9891343050825848; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
10,3,CNF,5,461,51,1,[461; 461],122,1000.204283,0.960784,11,[X2 >= 98.755000 OR X5 < 0.102150 OR X24 >= 0.136150] AND [X6 >= 0.119200 OR X13 >= 53.780000 OR X20 >= 18.225000 OR X21 >= 29.295000 OR X29 >= 0.092790] AND [X13 >= 53.780000 OR X22 >= 101.650000 OR X28 >= 0.357100],{'0.0': {'precision': 0.9863013698630136; 'recall': 0.9965397923875432; 'f1-score': 0.9913941480206541; 'support': 289}; '1.0': {'precision': 0.9940828402366864; 'recall': 0.9767441860465116; 'f1-score': 0.9853372434017595; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.99019210504985; 'recall': 0.9866419892170274; 'f1-score': 0.9883656957112068; 'support': 461}; 'weighted avg': {'precision': 0.9892046516510217; 'recall': 0.9891540130151844; 'f1-score': 0.9891343050825848; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
